"","ID","DistanceBiomeBoundary","ShrubCover","treeCover","PC1","PC2","Body.Mass","Graminoids_mean","Shrubs_mean","Forbs_mean","Bryophytes_mean","Lichens_mean","Litter.Clutch.size","Graminoid_sum","Forbs_sum","Shrubs_sum","Moss_sum","Lichens_sum","Body.Mass_sd","Graminoids_sd","Shrubs_sd","Forbs_sd","Bryophytes_sd","Lichens_sd","Litter.Clutch.size_sd","PC1_sd","PC2_sd","FDiv","FRic","FEve","FDis","RaoQ","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","NPP","Ecoregion","Realm","SpeciesRichness","PhylogeneticDiversity","PhylogeneticMeanNearestTonDistance","x","y","FDiv.y","FRic.y","FEve.y","FDis.y","RaoQ.y","Elton.Plant_Others","body_mass","gut_type_hindgut_fermenter","gut_type_ruminant","gut_type_undifferentiated","group_size_summer_group_size_summer_family_group","group_size_summer_group_size_summer_large_group","group_size_summer_group_size_summer_small_group","group_size_summer_group_size_summer_solitary","group_size_winter_group_size_winter_family_group","group_size_winter_group_size_winter_large_group","group_size_winter_group_size_winter_small_group","group_size_winter_group_size_winter_solitary","Litter_clutch_size","Population_dynamics_cyclic","Population_dynamics_cyclic_noncyclic","Population_dynamics_noncyclic","Habitat_type_limnic","Habitat_type_terrestrial","Belowground_feeding_Belowground_feeding_burrowing","Belowground_feeding_Belowground_feeding_grubbing","Belowground_feeding_Belowground_feeding_none","Mobility_immobile","Mobility_mobile","Diet_type_facultative_generalist","Diet_type_facultative_specialist","Diet_type_obligatory_generalist","Diet_type_obligatory_specialist","diet_item_forb","diet_item_graminoid","diet_item_shrub","diet_item_moss","diet_item_lichen","wintering_strategy_active_above_snow","wintering_strategy_active_aboveground","wintering_strategy_active_below_snow","wintering_strategy_active_belowground","wintering_strategy_hibernating","wintering_strategy_not_present","Use_of_vegetation_canopy","Use_of_vegetation_ground_vegetation","Use_of_vegetation_understory","DistanceBiomeBoundary_km","TreeShrubCover","Biome"
"1481",1481,-282842.71875,4.93728065490723,78.6136932373047,-0.990379483435408,0.519835196086974,23997.0442114789,2.97297297297297,2.43243243243243,2.59459459459459,1.48648648648649,1.35135135135135,5.79297297297297,10.430414030414,8.69427794427794,8.24495504495505,5.04487873237873,4.58547424797425,67317.4061458956,1.09256290148151,1.19118383086697,1.01268234186517,0.731118687036882,0.823819566821934,2.78217527292032,2.48847089236082,1.91076346872133,0.798142884261571,0.25587460542077,0.991917745497726,0.308024651708797,0.0975712450381468,-19.2032985410982,97.0619901023374,20,13490.9720898365,199.858691561239,-278.08419365236,477.9428852136,137.796701458902,-176.203298541098,14.1685978185804,-203.265288643436,652.715743580456,112.543849976032,14,60.8892767269022,299.985358294606,51.8892767269022,295.76391174841,54.708181735827,612.479206370271,542,8,37,0.3270667453547,0.185152432824702,2865471.73058744,3240866.37282567,0.798142884261571,0.25587460542077,0.991917745497726,0.308024651708797,0.0975712450381468,71.1111111111111,19649.1726617977,0.444444444444444,0.138888888888889,0.416666666666667,0.0833333333333333,0.166666666666667,0.277777777777778,0.472222222222222,0.138888888888889,0.527777777777778,0.0277777777777778,0.305555555555556,5.89166666666667,0.0555555555555556,0.222222222222222,0.722222222222222,0.416666666666667,0.583333333333333,0.111111111111111,0.222222222222222,0.666666666666667,0.416666666666667,0.583333333333333,0.75,0.138888888888889,0.111111111111111,0,2.55555555555556,2.97222222222222,2.47222222222222,1.5,1.36111111111111,0.361111111111111,0.0833333333333333,0.138888888888889,0,0,0.416666666666667,0.0833333333333333,0.861111111111111,0.0555555555555556,-282.84271875,83.5509738922119,"Boreal"
"1482",1482,NA,3.77189159393311,91.3459548950195,-0.73706546672417,0.383675525402064,22233.471895618,2.975,2.475,2.575,1.45,1.325,5.9135,11.3281413031413,9.37609612609613,9.06692474192474,5.34412115662116,4.88471667221667,64980.1269088477,1.04972523877588,1.17642439577491,0.957761813974483,0.714322343383161,0.797029742391343,2.80240057350104,2.43526792366077,1.97369527006559,0.779343511494428,0.259154819507935,0.992480608954209,0.31044928116345,0.0987938752150807,-2.13722914879593,100,20,13633.4614130433,219.916623750378,-263.137229148796,483.053852899174,159.638991268161,-159.605943678982,15.9638991268161,-189.137229148796,649.916468740734,119.659796578156,12,68.49858793474,319.671883847696,43.4687145301862,319.671883847696,44,583.553366362764,NA,NA,40,0.347687520545494,0.186935866847956,2965471.73058744,3240866.37282567,0.779343511494428,0.259154819507935,0.992480608954209,0.31044928116345,0.0987938752150807,67.9487179487179,18174.8322006338,0.512820512820513,0.128205128205128,0.358974358974359,0.102564102564103,0.179487179487179,0.230769230769231,0.487179487179487,0.128205128205128,0.461538461538462,0.102564102564103,0.307692307692308,6.00769230769231,0.102564102564103,0.256410256410256,0.641025641025641,0.358974358974359,0.641025641025641,0.153846153846154,0.205128205128205,0.641025641025641,0.461538461538462,0.538461538461538,0.717948717948718,0.128205128205128,0.153846153846154,0,2.53846153846154,2.97435897435897,2.51282051282051,1.46153846153846,1.33333333333333,0.41025641025641,0.0769230769230769,0.153846153846154,0,0,0.358974358974359,0.0769230769230769,0.871794871794872,0.0512820512820513,NA,95.1178464889526,NA
"1483",1483,NA,6.77794408798218,23.2776069641113,-0.437455343552594,0.516745018919534,23644.8988060735,2.86486486486486,2.62162162162162,2.59459459459459,1.45945945945946,1.35135135135135,5.93540540540541,9.98282273282273,8.66890886890887,8.84060384060384,4.94507298257298,4.56259157509158,67423.5380813469,1.05835727432664,1.18676383851565,0.956250184007519,0.730091112829784,0.823819566821934,2.92802606488341,2.30657002024013,1.97409792071458,0.785305170699618,0.25587460542077,0.99298630483059,0.304604598938629,0.0958870541663332,11.3655198542859,100,20,13860.9879231328,239.228767575446,-250.128255748216,489.357023323662,168.365519854286,-179.228767575446,17.6265008027057,-179.228767575446,689.37401638491,138.13675227884,12,73,354.502272133126,44,352.502272133126,44,496.988322131494,NA,NA,37,0.339739812543102,0.183404224749985,3065471.73058744,3240866.37282567,0.785305170699618,0.25587460542077,0.99298630483059,0.304604598938629,0.0958870541663332,68.3333333333333,19287.2454395755,0.555555555555556,0.138888888888889,0.305555555555556,0.111111111111111,0.138888888888889,0.222222222222222,0.527777777777778,0.138888888888889,0.416666666666667,0.111111111111111,0.333333333333333,6.03805555555556,0.0833333333333333,0.305555555555556,0.611111111111111,0.305555555555556,0.694444444444444,0.138888888888889,0.138888888888889,0.722222222222222,0.5,0.5,0.722222222222222,0.138888888888889,0.138888888888889,0,2.55555555555556,2.86111111111111,2.66666666666667,1.47222222222222,1.36111111111111,0.472222222222222,0.0833333333333333,0.138888888888889,0,0,0.305555555555556,0.0833333333333333,0.861111111111111,0.0555555555555556,NA,30.0555510520935,NA
"1484",1484,NA,7.60848188400269,12.3662176132202,-0.557911422079272,0.370090778232358,21347.1561033708,2.89189189189189,2.56756756756757,2.59459459459459,1.43243243243243,1.27027027027027,6.12459459459459,10.1828227328227,8.76890886890887,8.74060384060384,4.91173964923965,4.39592490842491,66682.8857925962,1.07454858180291,1.21427940543949,0.956250184007519,0.72803161334521,0.693166993213382,2.82459495089767,2.35573927552017,1.84144747359044,0.783444155158352,0.25141025479718,0.992495768351998,0.304351949117498,0.0956203784195792,19,98,19,14225.8664236533,254.3175432797,-243.809975518888,498.127518798588,177.3175432797,-177.204598632257,18.8676301579295,-177.204598632257,699.32985356171,142.605376886631,12,73.6053768866312,365.210753773262,44,358.893210493563,44,478.696748965169,NA,NA,37,0.335236255991738,0.178242265769242,3165471.73058744,3240866.37282567,0.783444155158352,0.25141025479718,0.992495768351998,0.304351949117498,0.0956203784195792,67.4504103013438,16925.6765506866,0.555555555555556,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111,0.25,0.527777777777778,0.138888888888889,0.416666666666667,0.111111111111111,0.333333333333333,6.2325,0.0833333333333333,0.305555555555556,0.611111111111111,0.333333333333333,0.666666666666667,0.138888888888889,0.138888888888889,0.722222222222222,0.5,0.5,0.722222222222222,0.138888888888889,0.138888888888889,0,2.55555555555556,2.88888888888889,2.61111111111111,1.44444444444444,1.27777777777778,0.444444444444444,0.0833333333333333,0.138888888888889,0,0,0.333333333333333,0.0833333333333333,0.861111111111111,0.0555555555555556,NA,19.9746994972229,NA
"1485",1485,NA,10.0671997070312,24.7269992828369,-0.855537333808941,-0.16086771862121,9711.90822808987,2.75,2.25,2,1.25,1.125,6.82375,2.30699855699856,1.66450216450216,1.9208152958153,1.1024531024531,1.00523088023088,26122.767084444,1.16496474502144,1.03509833901353,0.925820099772551,0.707106781186548,0.353553390593274,3.96285588757834,2.69100428694757,2.05858049895089,0.834898213658702,0.153455417303807,0.983737286888046,0.290651887730535,0.0864534163795823,22,101.883824189561,20,14470.0427592845,261.700257632116,-245.312672082369,507.012929714485,182,-177.883824189561,19.4,-177.883824189561,670.01540291409,136.728590260692,10.2997423678838,74.4005152642324,347.728590260692,38.2997423678838,344.728590260692,38.2997423678838,446.001436757866,NA,NA,8,0.14689239474246,0.393373257683685,3265471.73058744,3240866.37282567,0.834898213658702,0.153455417303807,0.983737286888046,0.290651887730535,0.0864534163795823,37.5,9711.90822808987,0.5,0.125,0.375,0.125,0.125,0.375,0.375,0,0.5,0.375,0.125,6.82375,0.125,0.125,0.75,0.375,0.625,0.125,0.125,0.75,0.375,0.625,0.875,0,0.125,0,2,2.75,2.25,1.25,1.125,0.5,0.125,0,0,0,0.375,0.125,0.75,0.125,NA,34.7941989898682,NA
"1536",1536,-2e+05,17.3280868530273,34.3066139221191,-2.11252466986629,0.187591448480626,7526.67636363636,3.72727272727273,2.45454545454545,2.90909090909091,1.54545454545455,1.27272727272727,6.62909090909091,3.53811188811189,2.696891996892,2.22972027972028,1.3964257964258,1.13885003885004,21567.180575915,0.646669790682863,1.03572548135463,0.831209414593634,0.687551650952329,0.646669790682863,2.87508418849068,2.48560096163134,1.77213285448375,0.826632412669188,0.136786258000539,0.982044688402077,0.270364997489429,0.0823991945486108,37.6295050549731,60,30,5041.3014512563,152.302875737865,-45.5174954120519,197.820371149917,42.3028757378651,98.1882085961096,10.6302875737865,-18.1439164670344,1599.05090279853,165.573680623249,90.9088239646994,18.9088239646994,473.721041869746,335.064699235539,376.347102145256,453.547203823488,334.024446389952,7,5,11,0.145139170941093,0.255690447769002,-1634528.26941256,3140866.37282567,0.826632412669188,0.136786258000539,0.982044688402077,0.270364997489429,0.0823991945486108,70.9090909090909,7526.67636363636,0.272727272727273,0.0909090909090909,0.636363636363636,0.181818181818182,0.272727272727273,0.363636363636364,0.181818181818182,0.181818181818182,0.727272727272727,0,0.0909090909090909,6.62909090909091,0.0909090909090909,0.0909090909090909,0.818181818181818,0.636363636363636,0.363636363636364,0.181818181818182,0.272727272727273,0.545454545454545,0.272727272727273,0.727272727272727,0.636363636363636,0.181818181818182,0.181818181818182,0,2.90909090909091,3.72727272727273,2.45454545454545,1.54545454545455,1.27272727272727,0.272727272727273,0,0.0909090909090909,0,0,0.636363636363636,0,1,0,-200,51.6347007751465,"Boreal"
"1537",1537,NA,NA,NA,-2.11252466986629,0.187591448480626,7526.67636363636,3.72727272727273,2.45454545454545,2.90909090909091,1.54545454545455,1.27272727272727,6.62909090909091,3.53811188811189,2.696891996892,2.22972027972028,1.3964257964258,1.13885003885004,21567.180575915,0.646669790682863,1.03572548135463,0.831209414593634,0.687551650952329,0.646669790682863,2.87508418849068,2.48560096163134,1.77213285448375,0.826632412669188,0.136786258000539,0.982044688402077,0.270364997489429,0.0823991945486108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.145139170941093,0.255690447769002,-1534528.26941256,3140866.37282567,0.826632412669188,0.136786258000539,0.982044688402077,0.270364997489429,0.0823991945486108,70.9090909090909,7526.67636363636,0.272727272727273,0.0909090909090909,0.636363636363636,0.181818181818182,0.272727272727273,0.363636363636364,0.181818181818182,0.181818181818182,0.727272727272727,0,0.0909090909090909,6.62909090909091,0.0909090909090909,0.0909090909090909,0.818181818181818,0.636363636363636,0.363636363636364,0.181818181818182,0.272727272727273,0.545454545454545,0.272727272727273,0.727272727272727,0.636363636363636,0.181818181818182,0.181818181818182,0,2.90909090909091,3.72727272727273,2.45454545454545,1.54545454545455,1.27272727272727,0.272727272727273,0,0.0909090909090909,0,0,0.636363636363636,0,1,0,NA,NA,NA
"1538",1538,141421.359375,8.4011812210083,28.9917697906494,-0.703451867891112,0.333740441039814,26057.6296153846,3.23076923076923,2.69230769230769,2.92307692307692,1.57692307692308,1.34615384615385,5.28538461538462,7.18866688866689,6.49849594849595,5.98811743811744,3.4001221001221,2.92459762459762,77561.7038157338,0.908083357746074,1.04954202466526,0.744208407535251,0.757526338714473,0.745241313525099,2.68991037883307,2.40936896697335,1.63612253708908,0.815833604083577,0.263796438604409,0.991419248152023,0.306105270196309,0.0957030879983954,17.5745625156565,80.6626052292057,28,7542.63773511423,168.574562515656,-116.595188260935,285.169750776592,75.5745625156565,-38.9504942408266,11.5574562515656,-75.5951882609355,731.870720099231,98.1175304812363,40.6425872377194,31.1697507765919,275.572455733267,126.590366942364,209.050113512966,147.402704956675,425.432549098434,71,5,26,0.298833480173583,0.226117253063193,-1434528.26941256,3140866.37282567,0.815833604083577,0.263796438604409,0.991419248152023,0.306105270196309,0.0957030879983954,76.4,19879.118,0.6,0.08,0.32,0,0.32,0.2,0.48,0.16,0.44,0.04,0.36,5.4072,0.2,0.24,0.56,0.4,0.6,0.32,0.2,0.48,0.52,0.48,0.68,0.16,0.16,0,2.88,3.24,2.76,1.6,1.36,0.28,0,0.32,0,0,0.4,0,0.92,0.08,141.421359375,37.3929510116577,"Tundra"
"1539",1539,141421.359375,12.4242534637451,7.35509777069092,-0.656420494202433,0.372155892303662,23588.9965517241,3.20689655172414,2.72413793103448,2.86206896551724,1.58620689655172,1.37931034482759,5.23551724137931,7.98610278610279,7.09593184593185,6.75222000222,3.82063492063492,3.34511044511044,73663.4813859618,0.901558584770507,1.03152285911025,0.742781352708207,0.732765864930867,0.727706431362473,2.55668533485797,2.41859631711692,1.57546042005276,0.820922761073594,0.263796438604409,0.99212207465725,0.303460345847377,0.0940878396056646,7.00647530001514,86,27,8591.68867629257,174,-143.545771391499,317.545771391499,111.006475300015,-53.5379910944559,11.8,-100.545771391499,519.196036166027,86.5457713914991,22.5522466915142,44.5457713914991,220.637314174497,75.5522466915142,187.091542782998,84.5522466915142,340.382118818861,71,5,29,0.311377320037536,0.195951188600532,-1334528.26941256,3140866.37282567,0.820922761073594,0.263796438604409,0.99212207465725,0.303460345847377,0.0940878396056646,77.1428571428571,17984.3028571429,0.607142857142857,0.0714285714285714,0.321428571428571,0,0.321428571428571,0.178571428571429,0.5,0.178571428571429,0.428571428571429,0.0357142857142857,0.357142857142857,5.3425,0.178571428571429,0.25,0.571428571428571,0.392857142857143,0.607142857142857,0.321428571428571,0.178571428571429,0.5,0.535714285714286,0.464285714285714,0.642857142857143,0.178571428571429,0.178571428571429,0,2.82142857142857,3.21428571428571,2.78571428571429,1.60714285714286,1.39285714285714,0.285714285714286,0,0.321428571428571,0,0,0.392857142857143,0,0.928571428571428,0.0714285714285714,141.421359375,19.779351234436,"Tundra"
"1540",1540,1e+05,11.7410669326782,35.3371047973633,-0.656420494202433,0.372155892303662,23588.9965517241,3.20689655172414,2.72413793103448,2.86206896551724,1.58620689655172,1.37931034482759,5.23551724137931,7.98610278610279,7.09593184593185,6.75222000222,3.82063492063492,3.34511044511044,73663.4813859618,0.901558584770507,1.03152285911025,0.742781352708207,0.732765864930867,0.727706431362473,2.55668533485797,2.41859631711692,1.57546042005276,0.820922761073594,0.263796438604409,0.99212207465725,0.303460345847377,0.0940878396056646,1.52217621043983,79.4812581573472,25,8743.89134644231,169.003434367787,-143.481258157347,312.484692525134,108.523963900298,-62.4794704674886,11.5523963900299,-105.481258157347,595.982828161065,102,25.9965656322129,43.0034343677871,247.996565632213,91.9931312644259,209.996565632213,110.989696896639,363.56574232557,72,5,29,0.311377320037536,0.195951188600532,-1234528.26941256,3140866.37282567,0.820922761073594,0.263796438604409,0.99212207465725,0.303460345847377,0.0940878396056646,77.1428571428571,17984.3028571429,0.607142857142857,0.0714285714285714,0.321428571428571,0,0.321428571428571,0.178571428571429,0.5,0.178571428571429,0.428571428571429,0.0357142857142857,0.357142857142857,5.3425,0.178571428571429,0.25,0.571428571428571,0.392857142857143,0.607142857142857,0.321428571428571,0.178571428571429,0.5,0.535714285714286,0.464285714285714,0.642857142857143,0.178571428571429,0.178571428571429,0,2.82142857142857,3.21428571428571,2.78571428571429,1.60714285714286,1.39285714285714,0.285714285714286,0,0.321428571428571,0,0,0.392857142857143,0,0.928571428571428,0.0714285714285714,100,47.0781717300415,"Tundra"
"1541",1541,141421.359375,26.8971405029297,0,-0.720395205874898,0.398114616622089,26057.7930769231,3.23076923076923,2.73076923076923,2.92307692307692,1.61538461538462,1.38461538461538,5.23653846153846,7.11943611943612,6.42926517926518,6.01888666888667,3.45396825396825,2.97844377844378,77561.6467875409,0.908083357746074,1.04144869514316,0.744208407535251,0.752431954500768,0.752431954500768,2.70377357381522,2.39228596152761,1.57395952744991,0.815761260081859,0.263796438604409,0.991635476102077,0.306367850661968,0.0959193813447028,-24.8587533639677,78.2527230110791,24,8999.67368531179,147.274781740702,-171.996010697073,319.270792437775,85.8885236249531,-96.4868424464791,9.31412466360323,-132.996010697073,620.338960143549,117.610019655816,24.8808120935905,50.0180694266956,274.220039311632,88.624366854076,235.728940487733,101.642436280772,230.800714656046,72,5,26,0.299447137208281,0.226953986970912,-1134528.26941256,3140866.37282567,0.815761260081859,0.263796438604409,0.991635476102077,0.306367850661968,0.0959193813447028,76.4,19879.288,0.6,0.08,0.32,0,0.32,0.2,0.48,0.2,0.44,0.04,0.32,5.3564,0.16,0.28,0.56,0.4,0.6,0.32,0.2,0.48,0.52,0.48,0.68,0.16,0.16,0,2.88,3.24,2.8,1.64,1.4,0.28,0,0.32,0,0,0.4,0,0.92,0.08,141.421359375,26.8971405029297,"Tundra"
"1542",1542,223606.796875,8.43573665618896,0,-0.808009093184658,0.37404938406048,27893.695,3.25,2.70833333333333,2.875,1.66666666666667,1.41666666666667,5.45291666666667,6.61857031857032,5.83749028749029,5.4457264957265,3.28686868686869,2.81134421134421,80574.3027933823,0.896854406292881,1.04170289792063,0.740886660345738,0.761386987626881,0.775531608229039,2.64957499326355,2.45120877605661,1.63805060446122,0.848338992229464,0.255893004106716,0.990642471160359,0.305355416838222,0.0954091767979253,-7,76.0058501010518,23,9323.73773353682,165,-161.197408029403,326.197408029403,105,-80,11.4,-122.161092967782,575.814396537126,110.677814064436,20.8389070322181,54.1915579283516,260.164070200521,68.5167210966543,222.325163168303,80.8389070322181,236.483668384296,72,5,24,0.27248442897597,0.205173575400439,-1034528.26941256,3140866.37282567,0.848338992229464,0.255893004106716,0.990642471160359,0.305355416838222,0.0954091767979253,78.695652173913,21257.7504347826,0.565217391304348,0.0869565217391304,0.347826086956522,0,0.304347826086957,0.217391304347826,0.478260869565217,0.173913043478261,0.478260869565217,0.0434782608695652,0.304347826086957,5.59260869565217,0.173913043478261,0.260869565217391,0.565217391304348,0.434782608695652,0.565217391304348,0.304347826086957,0.217391304347826,0.478260869565217,0.478260869565217,0.521739130434783,0.739130434782609,0.0869565217391304,0.173913043478261,0,2.82608695652174,3.26086956521739,2.78260869565217,1.69565217391304,1.43478260869565,0.260869565217391,0,0.347826086956522,0,0,0.391304347826087,0,0.91304347826087,0.0869565217391304,223.606796875,8.43573665618896,"Tundra"
"1543",1543,3e+05,4.46375608444214,0,-1.0724967420315,0.204334338241668,14851.1533333333,3.38095238095238,2.57142857142857,2.9047619047619,1.66666666666667,1.42857142857143,5.55857142857143,6.02416472416472,5.1521756021756,4.48768453768454,2.86029526029526,2.47567987567988,42376.1437546973,0.864649667564296,1.02817452659695,0.768424485864545,0.795822425754221,0.810643483377778,2.53517511370376,2.50303660032052,1.55259255850452,0.843702951529927,0.202044696147222,0.990502769761957,0.294233602541672,0.0882289944726564,-7,71.8580180341362,23,8743.89188107073,153.14430852,-151.8280518059,304.9723603259,100,-79.8280518058995,10.7,-113.14430852,622.795155405756,120.997673445863,22.1419819658638,55.8280518058995,284.169621639964,76.3139301599643,238.997673445864,87.3139301599643,289.937449516458,71,5,21,0.260121411851809,0.262880101356423,-934528.26941256,3140866.37282567,0.843702951529927,0.202044696147222,0.990502769761957,0.294233602541672,0.0882289944726564,78,6567.69,0.55,0.05,0.4,0,0.35,0.25,0.4,0.15,0.5,0.05,0.3,5.7245,0.2,0.15,0.65,0.5,0.5,0.3,0.25,0.45,0.5,0.5,0.85,0,0.15,0,2.85,3.4,2.65,1.7,1.45,0.2,0,0.35,0,0,0.45,0,0.95,0.05,300,4.46375608444214,"Tundra"
"1544",1544,316227.78125,17.5916328430176,0.153766676783562,-1.22787591624941,0.4009871860219,27324.57,3.375,2.5,2.91666666666667,1.70833333333333,1.375,5.31833333333333,6.92416472416472,5.93550893550894,5.02101787101787,3.37696192696193,2.74234654234654,77620.7170744477,0.875388112682647,1.0215078369105,0.775531608229039,0.907896118682551,0.769669607265238,2.54175849204523,2.44203036233025,1.61659101151938,0.85306761309976,0.211310134116144,0.991888596736844,0.290936890416357,0.08703783504022,-8.58894895119776,67.6127318779369,23,8059.17616480199,138.890003962185,-146.119710192955,285.00971415514,91.4110510488022,-80.5889489511978,9.63592427204279,-104.784250399266,679.253489157509,132,25,57,311.91802936382,88.3354597936887,255.91802936382,97,307.934907702317,71,5,24,0.275371627586652,0.233969734028202,-834528.26941256,3140866.37282567,0.85306761309976,0.211310134116144,0.991888596736844,0.290936890416357,0.08703783504022,79.1304347826087,20663.8808695652,0.478260869565217,0.0869565217391304,0.434782608695652,0,0.434782608695652,0.217391304347826,0.347826086956522,0.130434782608696,0.565217391304348,0.0434782608695652,0.260869565217391,5.45217391304348,0.173913043478261,0.130434782608696,0.695652173913043,0.521739130434783,0.478260869565217,0.260869565217391,0.217391304347826,0.521739130434783,0.434782608695652,0.565217391304348,0.826086956521739,0.0434782608695652,0.130434782608696,0,2.8695652173913,3.39130434782609,2.56521739130435,1.73913043478261,1.39130434782609,0.217391304347826,0,0.304347826086957,0,0,0.478260869565217,0,0.956521739130435,0.0434782608695652,316.22778125,17.7453995198011,"Tundra"
"1557",1557,565685.4375,13.2958011627197,5.02471733093262,-0.699396094493175,0.196532510561841,13900.4952380952,3.28571428571429,2.61904761904762,2.95238095238095,1.66666666666667,1.42857142857143,5.5947619047619,5.76691641691642,5.22935397935398,4.62226107226107,2.8962037962038,2.48526473526474,42461.7990165966,0.956182887467515,1.02353263143832,0.920662287496912,0.795822425754221,0.870139561876632,2.27330512480753,2.48492151134849,1.42302494265777,0.838392669685545,0.184566477287721,0.989751032293003,0.298749377394721,0.0903901975868485,-67.5422749485583,82,22.5177366936739,9946.4966048522,127.035755540703,-228.928771071949,355.964526612652,61.4577250514417,-102.024538254884,6.65534922343766,-177.024538254884,525.662298233023,76.8636238521089,26.9462678146232,32.0957671829349,190.977367679718,91.7141244837972,179.881600496783,118.863623852109,172.954218137013,70,8,21,0.257956741967142,0.244899919642101,465471.73058744,3140866.37282567,0.838392669685545,0.184566477287721,0.989751032293003,0.298749377394721,0.0903901975868485,76.5,5569.499,0.6,0.05,0.35,0,0.3,0.15,0.55,0.1,0.5,0.05,0.35,5.7625,0.2,0.15,0.65,0.35,0.65,0.3,0.2,0.5,0.5,0.5,0.75,0.1,0.15,0,2.9,3.3,2.7,1.7,1.45,0.2,0.1,0.3,0,0,0.4,0.05,0.95,0,565.6854375,18.3205184936523,"Tundra"
"1558",1558,5e+05,15.7817916870117,13.4470109939575,-0.83173323092876,0.153911244328094,13288.3809090909,3.31818181818182,2.54545454545455,2.90909090909091,1.63636363636364,1.40909090909091,5.68136363636364,6.21136086136086,5.4515762015762,4.73337218337218,3.00731490731491,2.59637584637585,41537.8149574553,0.945483682534709,1.05682690961345,0.921132372943677,0.789542033951723,0.854070974472982,2.25539838198751,2.50321468287133,1.40304526226862,0.843046155288406,0.184566477287721,0.98983936098423,0.298251321203708,0.0901285805910226,-46.2750600260601,82.9340809153398,23.0527405504732,9689.75278802303,142.148632626757,-203.614048102976,345.762680729733,79.6590208892797,-10.7854482885827,8.31486326267571,-153.614048102976,485.339380635,68.968035974572,21.4576477120494,32.5423522879506,172.838188839056,80.3278005765333,160.904107923716,117.020776525045,265.696460029465,70,8,22,0.260414502927399,0.238145987015765,565471.73058744,3140866.37282567,0.843046155288406,0.184566477287721,0.98983936098423,0.298251321203708,0.0901285805910226,76.1904761904762,5324.95047619048,0.571428571428571,0.0476190476190476,0.380952380952381,0,0.285714285714286,0.19047619047619,0.523809523809524,0.0952380952380952,0.523809523809524,0.0476190476190476,0.333333333333333,5.84523809523809,0.19047619047619,0.142857142857143,0.666666666666667,0.380952380952381,0.619047619047619,0.285714285714286,0.19047619047619,0.523809523809524,0.476190476190476,0.523809523809524,0.761904761904762,0.0952380952380952,0.142857142857143,0,2.85714285714286,3.33333333333333,2.61904761904762,1.66666666666667,1.42857142857143,0.19047619047619,0.0952380952380952,0.285714285714286,0,0,0.428571428571429,0.0476190476190476,0.952380952380952,0,500,29.2288026809692,"Tundra"
"1559",1559,447213.59375,20.7847423553467,0.34849688410759,-0.83173323092876,0.153911244328094,13288.3809090909,3.31818181818182,2.54545454545455,2.90909090909091,1.63636363636364,1.40909090909091,5.68136363636364,6.21136086136086,5.4515762015762,4.73337218337218,3.00731490731491,2.59637584637585,41537.8149574553,0.945483682534709,1.05682690961345,0.921132372943677,0.789542033951723,0.854070974472982,2.25539838198751,2.50321468287133,1.40304526226862,0.843046155288406,0.184566477287721,0.98983936098423,0.298251321203708,0.0901285805910226,-43.7925904683108,78.6039552287606,22,10192.2517755795,148.41531998921,-200.792590468311,349.207910457521,87.571868913261,-77.1886352395502,9.18113647604498,-157.157049849883,471.930866026054,66.7925904683108,21.1570498498826,31.6355406184282,170.428131086739,77.553094621122,154.428131086739,108.635540618428,257.369179618139,70,8,22,0.260414502927399,0.238145987015765,665471.73058744,3140866.37282567,0.843046155288406,0.184566477287721,0.98983936098423,0.298251321203708,0.0901285805910226,76.1904761904762,5324.95047619048,0.571428571428571,0.0476190476190476,0.380952380952381,0,0.285714285714286,0.19047619047619,0.523809523809524,0.0952380952380952,0.523809523809524,0.0476190476190476,0.333333333333333,5.84523809523809,0.19047619047619,0.142857142857143,0.666666666666667,0.380952380952381,0.619047619047619,0.285714285714286,0.19047619047619,0.523809523809524,0.476190476190476,0.523809523809524,0.761904761904762,0.0952380952380952,0.142857142857143,0,2.85714285714286,3.33333333333333,2.61904761904762,1.66666666666667,1.42857142857143,0.19047619047619,0.0952380952380952,0.285714285714286,0,0,0.428571428571429,0.0476190476190476,0.952380952380952,0,447.21359375,21.1332392394543,"Tundra"
