"","ID","DistanceBiomeBoundary","ShrubCover","treeCover","PC1","PC2","Body.Mass","Graminoids_mean","Shrubs_mean","Forbs_mean","Bryophytes_mean","Lichens_mean","Litter.Clutch.size","Graminoid_sum","Forbs_sum","Shrubs_sum","Moss_sum","Lichens_sum","Body.Mass_sd","Graminoids_sd","Shrubs_sd","Forbs_sd","Bryophytes_sd","Lichens_sd","Litter.Clutch.size_sd","PC1_sd","PC2_sd","FDiv","FRic","FEve","FDis","RaoQ","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","NPP","Ecoregion","Realm","SpeciesRichness","PhylogeneticDiversity","PhylogeneticMeanNearestTonDistance","x","y","FDiv.y","FRic.y","FEve.y","FDis.y","RaoQ.y","Elton.Plant_Others","body_mass","gut_type_hindgut_fermenter","gut_type_ruminant","gut_type_undifferentiated","group_size_summer_group_size_summer_family_group","group_size_summer_group_size_summer_large_group","group_size_summer_group_size_summer_small_group","group_size_summer_group_size_summer_solitary","group_size_winter_group_size_winter_family_group","group_size_winter_group_size_winter_large_group","group_size_winter_group_size_winter_small_group","group_size_winter_group_size_winter_solitary","Litter_clutch_size","Population_dynamics_cyclic","Population_dynamics_cyclic_noncyclic","Population_dynamics_noncyclic","Habitat_type_limnic","Habitat_type_terrestrial","Belowground_feeding_Belowground_feeding_burrowing","Belowground_feeding_Belowground_feeding_grubbing","Belowground_feeding_Belowground_feeding_none","Mobility_immobile","Mobility_mobile","Diet_type_facultative_generalist","Diet_type_facultative_specialist","Diet_type_obligatory_generalist","Diet_type_obligatory_specialist","diet_item_forb","diet_item_graminoid","diet_item_shrub","diet_item_moss","diet_item_lichen","wintering_strategy_active_above_snow","wintering_strategy_active_aboveground","wintering_strategy_active_below_snow","wintering_strategy_active_belowground","wintering_strategy_hibernating","wintering_strategy_not_present","Use_of_vegetation_canopy","Use_of_vegetation_ground_vegetation","Use_of_vegetation_understory","DistanceBiomeBoundary_km","TreeShrubCover","Biome"
"4512",4512,-905538.5,9.398347,76.59312,-0.2826531,0.4385007,21748.18,2.76,2.72,2.76,1.28,1.4,5.9356,6.324359,6.293046,6.288345,2.897125,3.197125,72647.62,1.090871,0.9797959,0.7788881,0.4582576,0.8660254,3.502868,2.329903,1.75942,0.8546893,0.2438398,0.9915667,0.3009248,0.09332875,-19,105,20,13690.12,221,-283.8474,504.8474,147,-182.8474,14.7,-206.8474,617.3957,91,20,46,254.1526,75.07748,254.1526,78,495.3465,441,5,25,0.2908722,0.2562715,-4034528,140866.4,0.8546893,0.2438398,0.9915667,0.3009248,0.09332875,70.8,21748.18,0.6,0.12,0.28,0.08,0.16,0.28,0.48,0.16,0.36,0.08,0.4,5.9356,0.16,0.2,0.64,0.36,0.64,0.28,0.08,0.64,0.56,0.44,0.72,0.12,0.16,0,2.76,2.76,2.72,1.28,1.4,0.44,0,0.24,0,0,0.32,0.04,0.88,0.08,-905.5385,85.99147,"Boreal"
"4513",4513,-806225.8,16.80056,53.72487,-0.5092915,0.3044078,19640.31,2.84,2.68,2.76,1.24,1.36,6.0328,6.521329,6.315773,6.220163,2.821368,3.121368,72391.29,1.106044,0.9882645,0.7788881,0.4358899,0.8602325,3.409142,2.424851,1.620375,0.857284,0.2438398,0.9565421,0.2996093,0.09198459,-27.66439,102,20,13869.5,213.3356,-292,505.3356,139.5631,-194.528,14.13356,-217,578.0803,86.47196,19,47,239.6083,69,239.472,72,457.069,441,5,25,0.2873644,0.2502504,-3934528,140866.4,0.857284,0.2438398,0.9565421,0.2996093,0.09198459,70.8,19640.31,0.6,0.08,0.32,0.04,0.2,0.28,0.48,0.12,0.4,0.08,0.4,6.0328,0.16,0.16,0.68,0.4,0.6,0.28,0.12,0.6,0.52,0.48,0.76,0.12,0.12,0,2.76,2.84,2.68,1.24,1.36,0.4,0,0.24,0,0,0.36,0.04,0.88,0.08,-806.2257,70.52543,"Boreal"
"4514",4514,-707106.8,28.59439,50.51321,-0.5515163,0.3631163,19672.55,2.84,2.72,2.76,1.24,1.36,5.9328,6.48345,6.298096,6.293395,2.816317,3.108741,72382.38,1.143095,1.021437,0.7788881,0.4358899,0.8602325,3.250628,2.459172,1.623792,0.8606793,0.2521263,0.9565422,0.29998,0.09213273,-35,100.9943,19,14016.66,208.8559,-298.8559,507.7118,124.0057,-204,13.6,-225.8559,532.7128,79.85686,17,47.85686,222.8569,61,219.8569,65,438.7954,685,5,25,0.2722017,0.2264505,-3834528,140866.4,0.8606793,0.2521263,0.9565422,0.29998,0.09213273,71.2,19672.55,0.6,0.08,0.32,0,0.2,0.28,0.52,0.08,0.44,0.08,0.4,5.9328,0.16,0.2,0.64,0.4,0.6,0.24,0.16,0.6,0.48,0.52,0.76,0.16,0.08,0,2.76,2.84,2.72,1.24,1.36,0.4,0,0.24,0,0,0.36,0.04,0.88,0.08,-707.1068,79.1076,"Boreal"
"4515",4515,-608276.2,38.73203,25.49434,-0.5515163,0.3631163,19672.55,2.84,2.72,2.76,1.24,1.36,5.9328,6.48345,6.298096,6.293395,2.816317,3.108741,72382.38,1.143095,1.021437,0.7788881,0.4358899,0.8602325,3.250628,2.459172,1.623792,0.8606793,0.2521263,0.9565422,0.29998,0.09213273,-46.15512,98.10407,19,14054.18,198.949,-306.6976,505.6465,115.6465,-216.1551,12.5949,-235.3535,502.4045,74,16,47.54247,210.8959,56.45753,205.7919,60.69759,328.2801,685,5,25,0.2722017,0.2264505,-3734528,140866.4,0.8606793,0.2521263,0.9565422,0.29998,0.09213273,71.2,19672.55,0.6,0.08,0.32,0,0.2,0.28,0.52,0.08,0.44,0.08,0.4,5.9328,0.16,0.2,0.64,0.4,0.6,0.24,0.16,0.6,0.48,0.52,0.76,0.16,0.08,0,2.76,2.84,2.72,1.24,1.36,0.4,0,0.24,0,0,0.36,0.04,0.88,0.08,-608.2763,64.22637,"Boreal"
"4516",4516,-509901.9,31.38037,14.83395,-0.6138173,0.360189,18266.18,2.962963,2.62963,2.814815,1.296296,1.407407,5.66,7.195183,6.829371,6.442191,3.110218,3.423038,69727.51,1.091276,0.9666814,0.7357381,0.5417078,0.8439495,3.043022,2.428235,1.606505,0.8522209,0.2543124,0.9600188,0.2966501,0.09027388,-53.19047,97,19,14143.53,194,-312.3773,506.3773,112,-226,12,-242.1905,458.1869,67,15,47,191.1869,51,184.1869,55,287.3416,685,5,27,0.278525,0.1887576,-3634528,140866.4,0.8522209,0.2543124,0.9600188,0.2966501,0.09027388,73.7037,18266.18,0.5925926,0.07407407,0.3333333,0,0.2222222,0.2592593,0.5185185,0.07407407,0.4444444,0.07407407,0.4074074,5.66,0.1111111,0.1851852,0.7037037,0.4074074,0.5925926,0.2592593,0.1481481,0.5925926,0.4814815,0.5185185,0.7407407,0.1481481,0.1111111,0,2.814815,2.962963,2.62963,1.296296,1.407407,0.3333333,0,0.2962963,0,0,0.3703704,0.03703704,0.8888889,0.07407407,-509.9019,46.21432,"Boreal"
"4517",4517,NA,NA,NA,-0.6138173,0.360189,18266.18,2.962963,2.62963,2.814815,1.296296,1.407407,5.66,7.195183,6.829371,6.442191,3.110218,3.423038,69727.51,1.091276,0.9666814,0.7357381,0.5417078,0.8439495,3.043022,2.428235,1.606505,0.8522209,0.2543124,0.9600188,0.2966501,0.09027388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0.278525,0.1887576,-3534528,140866.4,0.8522209,0.2543124,0.9600188,0.2966501,0.09027388,73.7037,18266.18,0.5925926,0.07407407,0.3333333,0,0.2222222,0.2592593,0.5185185,0.07407407,0.4444444,0.07407407,0.4074074,5.66,0.1111111,0.1851852,0.7037037,0.4074074,0.5925926,0.2592593,0.1481481,0.5925926,0.4814815,0.5185185,0.7407407,0.1481481,0.1111111,0,2.814815,2.962963,2.62963,1.296296,1.407407,0.3333333,0,0.2962963,0,0,0.3703704,0.03703704,0.8888889,0.07407407,NA,NA,NA
"4518",4518,NA,NA,NA,-0.7004448,0.2330652,18068.18,3.111111,2.592593,2.851852,1.444444,1.37037,5.552963,7.388589,6.768931,6.181752,3.356005,3.304723,69773.96,1.086042,0.9710921,0.7698004,0.8006408,0.8388705,2.670978,2.547176,1.656204,0.9038265,0.2415591,0.9600188,0.3009746,0.09305091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0.2584813,0.1659641,-3434528,140866.4,0.9038265,0.2415591,0.9600188,0.3009746,0.09305091,77.03704,18068.18,0.5555556,0.07407407,0.3703704,0,0.2592593,0.2592593,0.4814815,0.03703704,0.4814815,0.03703704,0.4444444,5.552963,0.1481481,0.1481481,0.7037037,0.4444444,0.5555556,0.2962963,0.1851852,0.5185185,0.4814815,0.5185185,0.7407407,0.1111111,0.1481481,0,2.851852,3.111111,2.592593,1.444444,1.37037,0.2592593,0,0.3703704,0,0,0.3703704,0.03703704,0.8888889,0.07407407,NA,NA,NA
"4522",4522,2e+05,0.3815161,0.006840045,-1.104186,0.4231341,17800.76,3.3125,2.6875,3,1.875,1.4375,5.069375,4.314852,3.932917,3.504479,2.4001,1.847652,48291.81,0.8732125,0.8732125,0.7302967,0.8850612,0.8920949,2.306054,2.523851,1.546257,0.8802214,0.1783112,0.9892913,0.2894145,0.08544149,-113,84.28791,16,14978.26,146,-363.9795,509.9795,72,-298.9795,7.369753,-300.9941,286.0059,45,6.00589,57,130,25.00589,114,28.00589,61.20057,388,5,16,0.2209889,0.2831024,-3034528,140866.4,0.8802214,0.1783112,0.9892913,0.2894145,0.08544149,81.33333,6952.783,0.5333333,0.06666667,0.4,0,0.4666667,0.1333333,0.4,0.1333333,0.6,0,0.2666667,5.258,0.2,0.2,0.6,0.4,0.6,0.2666667,0.3333333,0.4,0.4,0.6,0.8,0.06666667,0.1333333,0,2.933333,3.333333,2.8,1.933333,1.466667,0.2,0,0.3333333,0,0,0.4666667,0,1,0,200,0.3883561,"Tundra"
"4523",4523,223606.8,0.3411823,0,-0.8912854,0.3536785,16756.86,3.294118,2.764706,3.058824,1.882353,1.470588,4.993529,4.514852,4.199584,3.771146,2.533433,1.980986,46956.03,0.8488747,0.9034249,0.747545,0.8574929,0.8744746,2.25462,2.596586,1.5243,0.8253235,0.1902082,0.9894606,0.294751,0.08801682,-121,84,16,15153.5,141,-371,512,67,-309,6.858729,-309.5122,260.9005,42,5,59,121,22,105,24,105.9671,438,5,17,0.2215329,0.2508973,-2934528,140866.4,0.8253235,0.1902082,0.9894606,0.294751,0.08801682,81.25,6521.634,0.5625,0.0625,0.375,0,0.4375,0.125,0.4375,0.125,0.5625,0,0.3125,5.165625,0.25,0.1875,0.5625,0.375,0.625,0.3125,0.3125,0.375,0.4375,0.5625,0.75,0.0625,0.1875,0,3,3.3125,2.875,1.9375,1.5,0.1875,0,0.375,0,0,0.4375,0,1,0,223.6068,0.3411823,"Tundra"
"4524",4524,282842.7,0.6565781,0,-0.7790663,0.5573316,8026.633,3.166667,2.916667,2.833333,1.916667,1.666667,5.511667,3.054779,2.716434,2.831585,1.831235,1.565967,24584.3,0.9374369,0.7929615,0.7177406,0.7929615,0.9847319,2.449051,2.604285,1.601489,0.8465119,0.1823169,0.9886963,0.288022,0.08418366,-132.1277,82,16,15264.91,132.6917,-379.3083,512,58.55643,-320.3083,5.987235,-320.3083,249.2629,42.13525,5,61.08321,119.3083,20.81934,102.4436,20.81934,84.61185,438,5,12,0.1842544,0.2930704,-2834528,140866.4,0.8465119,0.1823169,0.9886963,0.288022,0.08418366,78.33333,8026.633,0.5833333,0.08333333,0.3333333,0,0.4166667,0.08333333,0.5,0.1666667,0.5833333,0,0.25,5.511667,0.1666667,0.25,0.5833333,0.3333333,0.6666667,0.25,0.3333333,0.4166667,0.4166667,0.5833333,0.8333333,0.08333333,0.08333333,0,2.833333,3.166667,2.916667,1.916667,1.666667,0.25,0,0.3333333,0,0,0.4166667,0,1,0,282.8427,0.6565781,"Tundra"
"4525",4525,360555.1,0.467986,0,-1.022776,0.6030147,7893.724,3.230769,2.923077,2.923077,2,1.615385,5.383846,3.321445,2.9831,3.031585,2.031235,1.632634,23542.55,0.9268087,0.7595545,0.7595545,0.8164966,0.9607689,2.38965,2.643717,1.54213,0.8787128,0.1870396,0.9884625,0.2874032,0.08408795,-146.0553,79,15,15278.25,119.9447,-389,508.9447,46.09107,-333.6347,4.830999,-333.6347,247.4883,43.63471,5,62.48833,120.4883,20,104.4883,20,NA,438,5,13,0.1874876,0.2792916,-2734528,140866.4,0.8787128,0.1870396,0.9884625,0.2874032,0.08408795,80,7893.724,0.5384615,0.07692308,0.3846154,0,0.4615385,0.07692308,0.4615385,0.1538462,0.6153846,0,0.2307692,5.383846,0.1538462,0.2307692,0.6153846,0.3846154,0.6153846,0.2307692,0.3846154,0.3846154,0.3846154,0.6153846,0.8461538,0.07692308,0.07692308,0,2.923077,3.230769,2.923077,2,1.615385,0.2307692,0,0.3076923,0,0,0.4615385,0,1,0,360.5551,0.467986,"Tundra"
"4526",4526,447213.6,3.822133,0,-0.7538073,0.7350448,8472.816,3.166667,3,2.916667,2.083333,1.666667,5.165833,2.957809,2.710373,2.849767,1.940326,1.541725,24492.49,0.9374369,0.7385489,0.7929615,0.7929615,0.9847319,2.357011,2.568784,1.53204,0.8422835,0.1744457,0.9884908,0.2857926,0.08280646,-153.1869,78,15,15348.17,114.8214,-395.1786,510,40,-340.1786,4.303609,-340.1786,231,43,5,63,115,19,99,19,NA,438,5,12,0.1813501,0.2860476,-2634528,140866.4,0.8422835,0.1744457,0.9884908,0.2857926,0.08280646,82.5,8472.816,0.5833333,0.08333333,0.3333333,0,0.5,0,0.5,0.1666667,0.5833333,0,0.25,5.165833,0.1666667,0.25,0.5833333,0.3333333,0.6666667,0.25,0.3333333,0.4166667,0.4166667,0.5833333,0.8333333,0.08333333,0.08333333,0,2.916667,3.166667,3,2.083333,1.666667,0.25,0,0.3333333,0,0,0.4166667,0,1,0,447.2136,3.822133,"Tundra"
"4527",4527,538516.5,1.753296,0,-0.5997309,0.7178271,23296.51,3.083333,2.916667,3,2,1.666667,5.019167,2.924476,2.860373,2.7831,1.87366,1.558392,55208.79,0.9003366,0.9003366,0.8528029,0.8528029,0.9847319,2.487308,2.394782,1.536621,0.8353744,0.1744457,0.988891,0.2849002,0.08251844,-151.5855,80.26243,15,15484.35,120.2822,-394.848,515.1302,44.28223,-337.848,4.852487,-337.848,192.85,38,4,65.07918,98,14,84.8698,14,87,438,5,12,0.2054133,0.3417598,-2534528,140866.4,0.8353744,0.1744457,0.988891,0.2849002,0.08251844,81.81818,9003.422,0.6363636,0.09090909,0.2727273,0,0.4545455,0,0.5454545,0.1818182,0.5454545,0,0.2727273,5.271818,0.1818182,0.2727273,0.5454545,0.2727273,0.7272727,0.2727273,0.2727273,0.4545455,0.4545455,0.5454545,0.8181818,0.09090909,0.09090909,0,2.909091,3.090909,3.090909,2.090909,1.727273,0.2727273,0,0.3636364,0,0,0.3636364,0,1,0,538.5165,1.753296,"Tundra"
"4528",4528,632455.6,1.133317,0,-0.7972498,0.745668,21602.77,3,2.769231,3.076923,2.153846,1.615385,5.017692,3.091142,3.193706,2.866434,2.206993,1.641725,53209.99,0.9128709,1.012739,0.8623165,0.9870962,0.9607689,2.381422,2.400884,1.474624,0.8311554,0.1842349,0.9891557,0.2880159,0.08421361,-156.9671,80.03292,15,15527.58,115.0658,-400.9671,516.0329,39.06585,-342.9992,4.406585,-342.9992,177.8354,36.96708,4,68.96708,91.93415,14,79.93415,14,NA,438,5,13,0.2070215,0.3174662,-2434528,140866.4,0.8311554,0.1842349,0.9891557,0.2880159,0.08421361,83.33333,8359.629,0.5833333,0.08333333,0.3333333,0,0.5,0,0.5,0.1666667,0.5833333,0,0.25,5.249167,0.1666667,0.25,0.5833333,0.3333333,0.6666667,0.25,0.25,0.5,0.4166667,0.5833333,0.8333333,0.08333333,0.08333333,0,3,3,2.916667,2.25,1.666667,0.25,0,0.3333333,0,0,0.4166667,0,1,0,632.4556,1.133317,"Tundra"
"4529",4529,728011,0.03027211,0,-0.9617182,0.7591223,23401.34,3.083333,2.75,3.166667,2.166667,1.5,4.969167,2.924476,3.02704,2.616434,2.040326,1.391725,55161.75,0.9003366,1.05529,0.8348471,1.029857,0.904534,2.480592,2.429948,1.53936,0.8283791,0.1842349,0.986588,0.2846295,0.0825257,-156,80.10358,15,15600.67,117,-399.2072,516.2072,42,-342.0387,4.8,-342.0387,149.2721,32.10358,4,69.10358,78.10358,12,68.16848,12,41.68098,438,5,12,0.1993637,0.3288857,-2334528,140866.4,0.8283791,0.1842349,0.986588,0.2846295,0.0825257,86.36364,9117.783,0.5454545,0.09090909,0.3636364,0,0.5454545,0,0.4545455,0.09090909,0.6363636,0,0.2727273,5.217273,0.1818182,0.1818182,0.6363636,0.3636364,0.6363636,0.2727273,0.2727273,0.4545455,0.3636364,0.6363636,0.8181818,0.09090909,0.09090909,0,3.090909,3.090909,2.909091,2.272727,1.545455,0.2727273,0,0.2727273,0,0,0.4545455,0,1,0,728.011,0.03027211,"Tundra"
"4530",4530,824621.1,0.06083623,0,-0.8381037,0.8055078,9117.783,3.090909,2.909091,3.090909,2.272727,1.545455,5.217273,2.624476,2.62704,2.516434,1.940326,1.291725,25574.16,0.9438798,0.9438798,0.8312094,1.00905,0.9341987,2.440517,2.508667,1.605675,0.8283791,0.1842349,0.986588,0.2846295,0.0825257,-155,72.02022,14,15181.35,108.2781,-385.2579,493.536,37.27809,-293.7219,4.5,-336,143,28,4,65,70,15,64,16,NA,438,5,11,0.1749562,0.3028682,-2234528,140866.4,0.8283791,0.1842349,0.986588,0.2846295,0.0825257,86.36364,9117.783,0.5454545,0.09090909,0.3636364,0,0.5454545,0,0.4545455,0.09090909,0.6363636,0,0.2727273,5.217273,0.1818182,0.1818182,0.6363636,0.3636364,0.6363636,0.2727273,0.2727273,0.4545455,0.3636364,0.6363636,0.8181818,0.09090909,0.09090909,0,3.090909,3.090909,2.909091,2.272727,1.545455,0.2727273,0,0.2727273,0,0,0.4545455,0,1,0,824.6211,0.06083623,"Tundra"
"4531",4531,921954.4,0.1214718,0,-0.138066,0.7922323,10165.6,2.888889,2.888889,3,2.222222,1.666667,5.393333,2.050117,2.129604,2.085664,1.58648,1.148135,28457.95,0.9279607,1.054093,0.8660254,1.092906,1,2.677816,2.198668,1.789191,0.8073566,0.1842349,0.987956,0.2852837,0.08333124,-174.5281,65.45079,13,14568.63,78.55032,-393.411,471.9613,10.03976,-338.5281,1.903976,-347.9602,174.3737,33.98136,5.489442,61.48944,85.4708,18.03865,77.90294,19.54921,11.6,438,5,9,0.1689543,0.3479121,-2134528,140866.4,0.8073566,0.1842349,0.987956,0.2852837,0.08333124,84.44444,10165.6,0.6666667,0.1111111,0.2222222,0,0.4444444,0,0.5555556,0.1111111,0.5555556,0,0.3333333,5.393333,0.2222222,0.2222222,0.5555556,0.2222222,0.7777778,0.3333333,0.1111111,0.5555556,0.4444444,0.5555556,0.7777778,0.1111111,0.1111111,0,3,2.888889,2.888889,2.222222,1.666667,0.3333333,0,0.3333333,0,0,0.3333333,0,1,0,921.9544,0.1214718,"Tundra"
"4532",4532,1e+06,1.405867,0,0.3182465,1.162711,47771.27,2.888889,3,3,2.222222,1.666667,5.061111,2.019814,2.106876,2.153846,1.578904,1.140559,113361.6,0.9279607,1,0.8660254,1.092906,1,3.034067,1.604458,2.010704,0.7974462,0.1580825,0.9870764,0.275797,0.07864707,-156.4104,71.11663,15,14465.25,96.58958,-376.4104,473,26.58958,-327.4104,3.658958,-327.4104,134,28,4,66,70,12,62,12,18.4,438,5,9,0.1783283,0.3864848,-2034528,140866.4,0.7974462,0.1580825,0.9870764,0.275797,0.07864707,84.44444,47771.27,0.6666667,0.2222222,0.1111111,0,0.4444444,0,0.5555556,0.1111111,0.5555556,0,0.3333333,5.061111,0.2222222,0.2222222,0.5555556,0.1111111,0.8888889,0.3333333,0,0.6666667,0.4444444,0.5555556,0.7777778,0.1111111,0.1111111,0,3,2.888889,3,2.222222,1.666667,0.4444444,0,0.3333333,0,0,0.2222222,0,1,0,1000,1.405867,"Tundra"
"4533",4533,1077033,2.536535,0,0.1362719,1.605852,61303.87,2.714286,2.857143,2.714286,2.285714,1.571429,5.038571,1.553147,1.573543,1.687179,1.312238,0.8738928,127173.1,0.9511897,1.069045,0.7559289,1.253566,1.133893,3.413925,1.564408,2.077051,0.7669084,0.1215217,0.985875,0.2541689,0.06839864,-160.4642,69,14,14100.52,86.51709,-375.4642,461.9813,17.09023,-326.4727,2.853577,-326.4727,136.8569,29.46423,4,69.39268,72.39268,12,64.39268,12,NA,438,5,7,0.1459072,0.3998694,-1934528,140866.4,0.7669084,0.1215217,0.985875,0.2541689,0.06839864,91.42857,61303.87,0.5714286,0.2857143,0.1428571,0,0.4285714,0,0.5714286,0,0.7142857,0,0.2857143,5.038571,0.1428571,0.2857143,0.5714286,0.1428571,0.8571429,0.1428571,0,0.8571429,0.2857143,0.7142857,0.8571429,0.1428571,0,0,2.714286,2.714286,2.857143,2.285714,1.571429,0.5714286,0,0.2857143,0,0,0.1428571,0,1,0,1077.033,2.536535,"Tundra"
"4534",4534,1118034,0,0,0.1362719,1.605852,61303.87,2.714286,2.857143,2.714286,2.285714,1.571429,5.038571,1.553147,1.573543,1.687179,1.312238,0.8738928,127173.1,0.9511897,1.069045,0.7559289,1.253566,1.133893,3.413925,1.564408,2.077051,0.7669084,0.1215217,0.985875,0.2541689,0.06839864,-167.1969,66.88175,14,13716.21,72.80311,-376.1182,448.9214,4.803109,-328.1969,1.780311,-328.1969,148.3151,32.07864,4,68.19689,78.19689,13,69.19689,13,NA,438,5,7,0.1459072,0.3998694,-1834528,140866.4,0.7669084,0.1215217,0.985875,0.2541689,0.06839864,91.42857,61303.87,0.5714286,0.2857143,0.1428571,0,0.4285714,0,0.5714286,0,0.7142857,0,0.2857143,5.038571,0.1428571,0.2857143,0.5714286,0.1428571,0.8571429,0.1428571,0,0.8571429,0.2857143,0.7142857,0.8571429,0.1428571,0,0,2.714286,2.714286,2.857143,2.285714,1.571429,0.5714286,0,0.2857143,0,0,0.1428571,0,1,0,1118.034,0,"Tundra"
"4535",4535,NA,NA,NA,-0.2420475,1.596849,68604.66,2.4,3,2.8,2,1.2,5.482,1.045455,1.219697,1.333333,0.8712121,0.530303,151995.3,0.8944272,1.224745,0.83666,1.224745,0.4472136,3.511356,1.733919,1.152403,0.7312494,0.05548888,0.984782,0.2341386,0.05786638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.110517,0.4245246,-1734528,140866.4,0.7312494,0.05548888,0.984782,0.2341386,0.05786638,90,68604.66,0.6,0.2,0.2,0,0.4,0,0.6,0,0.8,0,0.2,5.482,0,0.4,0.6,0.2,0.8,0,0,1,0.2,0.8,0.8,0.2,0,0,2.8,2.4,3,2,1.2,0.6,0,0.2,0,0,0.2,0,1,0,NA,NA,NA
"4537",4537,NA,NA,NA,-0.8967722,1.406623,57609.9,2.666667,2.833333,2.833333,2,1.166667,5.235,1.378788,1.469697,1.5,1.037879,0.6136364,138590.6,1.032796,1.169045,0.7527727,1.095445,0.4082483,3.198398,2.230956,1.131168,0.8260391,0.08681062,0.9863058,0.2482313,0.06311814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.1128054,0.2963167,-1534528,140866.4,0.8260391,0.08681062,0.9863058,0.2482313,0.06311814,90,57609.9,0.5,0.1666667,0.3333333,0,0.5,0,0.5,0,0.8333333,0,0.1666667,5.235,0,0.3333333,0.6666667,0.3333333,0.6666667,0,0.1666667,0.8333333,0.1666667,0.8333333,0.8333333,0.1666667,0,0,2.833333,2.666667,2.833333,2,1.166667,0.5,0,0.1666667,0,0,0.3333333,0,1,0,NA,NA,NA
"4539",4539,1414214,0.01309837,0,-0.3995439,1.715226,85614.1,2.5,2.75,3,2,1.25,4.6025,0.8636364,1.037879,0.969697,0.6893939,0.4393939,169925.3,1,1.258306,0.8164966,1.414214,0.5,3.358972,1.960425,1.295102,0.7484982,0.05548888,0.9977166,0.253961,0.06562306,-184.5795,67.37285,14,14228.39,61.37285,-396.5795,457.9524,-8.692807,-346.5795,1.242048,-346.5795,104.159,23,2,75.84097,58,7.579517,51,7.579517,NA,304,5,4,0.1090756,0.6313305,-1334528,140866.4,0.7484982,0.05548888,0.9977166,0.253961,0.06562306,90,85614.1,0.5,0.25,0.25,0,0.5,0,0.5,0,0.75,0,0.25,4.6025,0,0.25,0.75,0.25,0.75,0,0,1,0.25,0.75,0.75,0.25,0,0,3,2.5,2.75,2,1.25,0.5,0,0.25,0,0,0.25,0,1,0,1414.214,0.01309837,"Tundra"
"4540",4540,NA,NA,NA,-0.5135304,1.068835,651.7867,2,2.666667,3,2.333333,1.333333,5.8,0.530303,0.7878788,0.719697,0.6060606,0.3560606,576.7708,0,1.527525,1,1.527525,0.5773503,2.884441,2.384731,0.09489359,0.8104738,0.04479222,0.98399,0.2625978,0.06955387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.08753915,0.7505918,-1234528,140866.4,0.8104738,0.04479222,0.98399,0.2625978,0.06955387,90,651.7867,0.6666667,0,0.3333333,0,0.3333333,0,0.6666667,0,0.6666667,0,0.3333333,5.8,0,0.3333333,0.6666667,0.3333333,0.6666667,0,0,1,0.3333333,0.6666667,0.6666667,0.3333333,0,0,3,2,2.666667,2.333333,1.333333,0.3333333,0,0.3333333,0,0,0.3333333,0,1,0,NA,NA,NA
"4564",4564,984885.8,NA,NA,-3.167477,1.079759,1277.91,2,1,4,4,1,5,0.1666667,0.3333333,0.08333333,0.3333333,0.08333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-168.9867,75.22015,18,12416.19,56.13438,-356,412.1344,-8.865624,-311.9142,-0.4865624,-311.9142,185.7161,29.90091,9,47.81514,84.81514,29,72.90091,29,NA,40,8,1,0.03008587,NA,1165472,140866.4,NA,NA,NA,0,0,100,1277.91,0,0,1,0,1,0,0,0,1,0,0,5,0,0,1,1,0,0,0,1,0,1,1,0,0,0,4,2,1,4,1,0,0,0,0,0,1,0,1,0,984.8858,NA,"Tundra"
"4565",4565,NA,NA,NA,-0.4643563,-0.05697663,681.455,2.5,2.5,3.5,2.5,1,4.425,0.4166667,0.5833333,0.4166667,0.4166667,0.1666667,843.5148,0.7071068,2.12132,0.7071068,2.12132,0,0.8131728,3.82279,1.607587,NA,NA,NA,0.3333437,0.111118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.07810739,1.384513,1265472,140866.4,NA,NA,NA,0.3333437,0.111118,90,681.455,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,4.425,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0,3.5,2.5,2.5,2.5,1,0,0,0.5,0,0,0.5,0,1,0,NA,NA,NA
